Count,Country,State,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Service Count,Charge Category,Tenure Group,Avg Monthly Spend,High Value Customer,Family Customer,Long Term Customer,Internet User
1,United States,California,White Water,92282,Male,Yes,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,0,4621,7,High,Very Loyal,103.39230769230768,1,0,1,1
1,United States,California,Winterhaven,92283,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,0,4922,4,High,New,85.86,1,1,0,1
1,United States,California,Yucca Valley,92284,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,0,4030,3,High,Regular,77.50277777777778,0,0,0,1
1,United States,California,Landers,92285,Female,No,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,3975.7,0,4620,5,Medium,Very Loyal,58.46617647058823,1,0,1,1
1,United States,California,Amboy,92304,Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,0,5092,7,Medium,Very Loyal,66.45069444444444,1,0,1,1
1,United States,California,Angelus Oaks,92305,Male,No,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,119.5,0,3477,4,Medium,New,59.75,0,0,0,1
1,United States,California,Apple Valley,92308,Male,No,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75,899.45,0,2011,1,Low,Loyal,21.93780487804878,0,0,1,0
1,United States,California,Baker,92309,Female,No,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,0,3080,4,Medium,Loyal,45.53076923076923,0,0,1,1
1,United States,California,Fort Irwin,92310,Male,No,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,0,5744,1,Low,Loyal,20.001388888888886,1,0,1,0
1,United States,California,Barstow,92311,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,0,4842,9,High,Very Loyal,117.6138888888889,1,0,1,1
1,United States,California,Grand Terrace,92313,Male,No,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,0,4945,5,High,Loyal,90.32,1,0,1,1
1,United States,California,Big Bear City,92314,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,0,2962,4,Medium,New,55.05,0,0,0,1
1,United States,California,Big Bear Lake,92315,Female,No,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,0,2683,8,High,Regular,117.659375,0,1,0,1
1,United States,California,Bloomington,92316,Female,Yes,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,0,5348,6,High,Very Loyal,103.47755102040816,1,0,1,1
1,United States,California,Calimesa,92320,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,0,4488,9,High,Very Loyal,112.02777777777776,0,0,1,1
1,United States,California,Cedar Glen,92321,Female,No,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,0,2466,5,Medium,Regular,64.81666666666666,0,0,0,1
1,United States,California,Colton,92324,Female,No,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,0,5544,3,High,Loyal,81.60138888888889,1,0,1,1
1,United States,California,Death Valley,92328,Female,No,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,0,5674,2,Low,Very Loyal,24.427884615384617,1,0,1,0
1,United States,California,Essex,92332,Male,No,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,0,5505,5,High,New,94.94375,1,1,0,1
1,United States,California,Fawnskin,92333,Male,No,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,0,5534,7,High,Very Loyal,105.71597222222222,1,0,1,1
1,United States,California,Fontana,92335,Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,0,5655,2,Low,Very Loyal,25.66796875,1,0,1,0
1,United States,California,Fontana,92336,Female,Yes,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,0,3509,6,Medium,Regular,70.24545454545455,0,0,0,1
1,United States,California,Fontana,92337,Male,No,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,0,5359,6,Medium,Very Loyal,59.70666666666667,1,0,1,1
1,United States,California,Forest Falls,92339,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,0,4900,2,Low,Very Loyal,23.24426229508197,1,0,1,0
1,United States,California,Green Valley Lake,92341,Female,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,0,5813,7,High,Regular,103.94375,1,0,1,1
1,United States,California,Helendale,92342,Male,No,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,0,2037,6,High,Loyal,98.86964285714284,0,0,1,1
1,United States,California,Hesperia,92345,Female,No,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,0,4274,7,High,Loyal,78.97666666666667,0,0,1,1
1,United States,California,Highland,92346,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,0,4823,1,Low,New,19.0,1,0,0,0
1,United States,California,Hinkley,92347,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,0,4120,3,High,New,75.1,0,0,0,1
1,United States,California,Lake Arrowhead,92352,Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,0,2231,1,Low,New,16.816666666666666,0,0,0,0
1,United States,California,Loma Linda,92354,Female,No,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,0,4208,5,Medium,Regular,67.25208333333333,0,0,1,1
1,United States,California,Mentone,92359,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,0,4404,9,High,Very Loyal,116.73472222222222,0,0,1,1
1,United States,California,Needles,92363,Male,No,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,0,5055,3,Medium,Very Loyal,39.996428571428574,1,0,1,1
1,United States,California,Nipton,92364,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,0,6270,7,High,Very Loyal,102.16328125,1,0,1,1
1,United States,California,Newberry Springs,92365,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,0,6016,5,High,Very Loyal,91.51319444444444,1,0,1,1
1,United States,California,Oro Grande,92368,Female,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,868.1,0,2809,1,Low,Loyal,19.72954545454545,0,0,1,0
1,United States,California,Pinon Hills,92372,Female,Yes,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,330.6,0,4086,1,Low,Regular,19.447058823529414,0,0,0,0
1,United States,California,Redlands,92374,Male,No,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,0,4900,5,High,New,62.71111111111111,1,0,0,1
1,United States,California,Rialto,92376,Male,No,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,1315.35,0,2977,4,Medium,Regular,54.80625,0,0,1,1
1,United States,California,Shoshone,92384,Male,Yes,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,0,5479,6,High,Loyal,78.49142857142857,1,1,1,1
1,United States,California,Sugarloaf,92386,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05,0,2950,7,High,New,79.14999999999999,0,1,0,1
1,United States,California,Victorville,92394,Male,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,225.75,0,3372,1,Low,New,20.52272727272728,0,1,0,0
1,United States,California,Yermo,92398,Female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,1671.6,0,2416,3,High,Regular,83.58,0,0,0,1
1,United States,California,Yucaipa,92399,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,0,6288,8,High,Very Loyal,111.16388888888888,1,0,1,1
1,United States,California,San Bernardino,92404,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,0,6202,4,High,Very Loyal,85.15069444444445,1,1,1,1
1,United States,California,San Bernardino,92405,Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1415.0,0,2565,6,High,Regular,94.33333333333331,0,0,0,1
1,United States,California,San Bernardino,92407,Male,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,0,5842,8,High,Very Loyal,86.13819444444444,1,0,1,1
1,United States,California,San Bernardino,92408,Female,No,Yes,No,0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.55,0.0,0,2578,5,Medium,New,52.55,0,0,0,1
1,United States,California,San Bernardino,92411,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,0,4046,7,High,Very Loyal,104.71825396825396,0,1,1,1
1,United States,California,Riverside,92501,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,0,5810,4,Medium,New,57.075,1,0,0,1
1,United States,California,Riverside,92504,Male,Yes,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,0,4001,5,Medium,Very Loyal,63.97704918032787,0,0,1,1
1,United States,California,Riverside,92505,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,0,2968,1,Low,New,20.4,0,0,0,0
1,United States,California,Riverside,92507,Male,No,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.9,1785.65,0,3851,5,Medium,Loyal,63.77321428571429,0,0,1,1
1,United States,California,Riverside,92508,Female,No,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1397.65,0,4500,1,Low,Very Loyal,19.966428571428573,0,0,1,0
1,United States,California,Lake Elsinore,92530,Male,No,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,3899.05,0,4022,9,High,Loyal,114.6779411764706,0,0,1,1
1,United States,California,Lake Elsinore,92532,Female,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.7,5676.0,0,4583,4,High,Very Loyal,79.94366197183099,1,0,1,1
1,United States,California,Aguanga,92536,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,0,6316,5,Medium,Very Loyal,64.90214285714285,1,0,1,1
1,United States,California,Anza,92539,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,0,6099,5,High,Very Loyal,83.20769230769231,1,1,1,1
1,United States,California,Hemet,92543,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,0,5189,8,High,Very Loyal,79.74710144927536,1,0,1,1
1,United States,California,Hemet,92545,Male,No,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.8,0,4886,4,High,New,77.43636363636364,1,0,0,1
1,United States,California,Moreno Valley,92551,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,0,4905,1,Low,New,19.85,1,0,0,0
1,United States,California,Moreno Valley,92553,Male,Yes,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3,1818.3,0,2574,6,High,Regular,90.915,0,0,0,1
1,United States,California,Moreno Valley,92555,Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,6300.15,0,4842,7,High,Very Loyal,103.2811475409836,1,0,1,1
1,United States,California,Mountain Center,92561,Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,0,4212,7,High,Very Loyal,105.65982142857142,0,0,1,1
1,United States,California,Murrieta,92562,Male,No,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,2852.4,0,3597,7,High,Loyal,95.08,0,0,1,1
1,United States,California,Nuevo,92567,Female,No,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.3,1546.3,0,5271,4,Medium,Loyal,55.225,1,0,1,1
1,United States,California,Perris,92570,Female,Yes,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05,302.6,0,2064,2,High,New,60.52,0,0,0,1
1,United States,California,San Jacinto,92582,Male,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,265.45,0,4996,1,Low,New,22.120833333333334,1,0,0,0
1,United States,California,San Jacinto,92583,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,6989.45,0,5666,7,High,Very Loyal,104.32014925373134,1,1,1,1
1,United States,California,Menifee,92584,Male,Yes,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442.0,0,5495,3,Medium,Loyal,49.72413793103448,1,0,1,1
1,United States,California,Sun City,92585,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,0,6411,4,High,Very Loyal,85.69818181818181,1,1,1,1
1,United States,California,Temecula,92590,Male,No,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.3,0,4770,5,High,Very Loyal,91.12115384615385,1,0,1,1
1,United States,California,Temecula,92591,Male,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8399.15,0,5168,9,High,Very Loyal,116.6548611111111,1,1,1,1
1,United States,California,Temecula,92592,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,0,5653,6,High,Very Loyal,93.62672413793103,1,1,1,1
1,United States,California,Wildomar,92595,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,686.95,0,3764,1,Low,Loyal,19.627142857142857,0,1,1,0
1,United States,California,Winchester,92596,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,0,5840,7,High,Very Loyal,101.89821428571427,1,0,1,1
1,United States,California,Irvine,92602,Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.1,490.65,0,4368,1,Low,Regular,20.44375,0,1,1,0
1,United States,California,Irvine,92604,Male,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1360.25,0,4485,1,Low,Very Loyal,19.432142857142857,0,1,1,0
1,United States,California,Irvine,92606,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,0,5213,3,High,New,87.225,1,0,0,1
1,United States,California,Foothill Ranch,92610,Male,Yes,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8,0,4324,7,High,Very Loyal,108.5264705882353,0,1,1,1
1,United States,California,Irvine,92614,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,0,2325,5,High,New,85.14583333333333,0,0,0,1
1,United States,California,Irvine,92618,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,0,4980,4,High,Very Loyal,79.82619047619048,1,0,1,1
1,United States,California,Irvine,92620,Female,No,Yes,No,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,0,4276,5,Medium,Loyal,59.25454545454546,0,0,1,1
1,United States,California,Capistrano Beach,92624,Female,No,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,0,5251,5,High,Very Loyal,97.74202898550725,1,0,1,1
1,United States,California,Corona Del Mar,92625,Female,No,Yes,No,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,4946.7,0,5667,7,High,Very Loyal,82.445,1,0,1,1
1,United States,California,Costa Mesa,92626,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,8248.5,0,5308,9,High,Very Loyal,114.5625,1,1,1,1
1,United States,California,Costa Mesa,92627,Female,No,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,0,3880,4,Medium,New,54.690909090909095,0,0,0,1
1,United States,California,Dana Point,92629,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,0,3968,1,Low,New,19.55,0,0,0,0
1,United States,California,Huntington Beach,92647,Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,0,2074,3,High,Loyal,77.85882352941177,0,1,1,1
1,United States,California,Huntington Beach,92649,Female,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,0,5742,7,High,Very Loyal,103.75769230769232,1,0,1,1
1,United States,California,Laguna Beach,92651,Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,0,4184,7,High,Very Loyal,105.31,0,0,1,1
1,United States,California,Laguna Hills,92653,Male,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,311.6,0,4123,1,Low,Regular,20.773333333333333,0,0,0,0
1,United States,California,Midway City,92655,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3,7966.9,0,5780,8,High,Very Loyal,110.65138888888887,1,1,1,1
1,United States,California,Aliso Viejo,92656,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,0,5633,9,High,Very Loyal,114.17222222222222,1,1,1,1
1,United States,California,Newport Coast,92657,Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,0,5248,1,Low,Very Loyal,20.96818181818182,1,1,1,0
1,United States,California,Newport Beach,92660,Female,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.6,514.75,0,5939,2,Low,Regular,22.38043478260869,1,1,0,0
1,United States,California,Newport Beach,92662,Female,No,Yes,No,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,0,6198,6,Medium,Very Loyal,68.0,1,0,1,1
1,United States,California,Newport Beach,92663,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,19.9,0,2010,1,Low,New,19.9,0,0,0,0
1,United States,California,San Clemente,92672,Male,No,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,0,4993,6,High,Loyal,71.26842105263158,1,0,1,1
1,United States,California,San Clemente,92673,Male,No,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,0,2535,2,High,New,69.09545454545454,0,0,0,1
1,United States,California,San Juan Capistrano,92675,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,49.3,0,4209,3,Medium,New,49.3,0,0,0,1
1,United States,California,Silverado,92676,Male,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.3,0,5800,7,High,Very Loyal,107.7375,1,0,1,1
1,United States,California,Laguna Niguel,92677,Male,No,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.6,89.05,0,5587,2,Low,New,29.683333333333334,1,0,0,0
1,United States,California,Trabuco Canyon,92679,Male,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,516.15,0,4326,5,Medium,New,73.73571428571428,0,1,0,1
1,United States,California,Westminster,92683,Male,No,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,0,4583,6,High,Very Loyal,99.35169491525424,1,1,1,1
1,United States,California,Rancho Santa Margarita,92688,Male,No,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,0,4010,5,Medium,New,63.707142857142856,0,0,0,1
1,United States,California,Mission Viejo,92691,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,0,5328,6,High,Very Loyal,70.04788732394366,1,0,1,1
1,United States,California,Mission Viejo,92692,Male,No,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,0,3707,6,High,Regular,111.15,0,1,0,1
1,United States,California,Ladera Ranch,92694,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,0,5431,7,High,Very Loyal,75.46126760563381,1,0,1,1
1,United States,California,Santa Ana,92703,Female,No,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,0,2133,4,Medium,New,38.41818181818182,0,0,0,1
1,United States,California,Santa Ana,92704,Female,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.25,1103.25,0,6134,1,Low,Very Loyal,18.3875,1,1,1,0
1,United States,California,Santa Ana,92705,Male,Yes,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754.0,0,3155,5,Medium,Loyal,58.59574468085106,0,0,1,1
1,United States,California,Santa Ana,92706,Female,No,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,0,3206,5,Medium,New,63.38636363636363,0,0,0,1
1,United States,California,Fountain Valley,92708,Female,Yes,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,0,3906,8,High,Loyal,114.44285714285716,0,0,1,1
1,United States,California,Tustin,92780,Male,No,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,0,4072,7,High,Very Loyal,77.83032786885245,0,0,1,1
1,United States,California,Tustin,92782,Male,No,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,0,4524,6,High,Loyal,99.42258064516128,0,1,1,1
1,United States,California,Anaheim,92801,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,0,3198,2,High,New,66.43333333333334,0,0,0,1
